case_id,model_a,model_b,winner,reasoning_effort_a,reasoning_effort_b
ai-commonsense-reasoning-smoke,claude-haiku-4.5,claude-opus-4.7-high,a,,
ai-commonsense-reasoning-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
ai-commonsense-reasoning-smoke,claude-opus-4.7-high,claude-sonnet-4.6,b,,
ai-high-stakes-verifiable-smoke,claude-haiku-4.5,claude-opus-4.7-high,b,,
ai-high-stakes-verifiable-smoke,claude-haiku-4.5,claude-sonnet-4.6,b,,
ai-high-stakes-verifiable-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
ai-symbolic-neuro-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
ai-symbolic-neuro-smoke,claude-haiku-4.5,claude-sonnet-4.6,b,,
ai-symbolic-neuro-smoke,claude-opus-4.7-high,claude-sonnet-4.6,b,,
applied-data-information-security-smoke,claude-haiku-4.5,claude-opus-4.7-high,b,,
applied-data-information-security-smoke,claude-haiku-4.5,claude-sonnet-4.6,b,,
applied-data-information-security-smoke,claude-opus-4.7-high,claude-sonnet-4.6,b,,
applied-engineering-disciplines-smoke,claude-haiku-4.5,claude-opus-4.7-high,b,,
applied-engineering-disciplines-smoke,claude-haiku-4.5,claude-sonnet-4.6,b,,
applied-engineering-disciplines-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
applied-intelligence-analysis-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
applied-intelligence-analysis-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
applied-intelligence-analysis-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
applied-legal-reasoning-smoke,claude-haiku-4.5,claude-opus-4.7-high,a,,
applied-legal-reasoning-smoke,claude-haiku-4.5,claude-sonnet-4.6,b,,
applied-legal-reasoning-smoke,claude-opus-4.7-high,claude-sonnet-4.6,b,,
applied-strategy-analysis-smoke,claude-haiku-4.5,claude-opus-4.7-high,a,,
applied-strategy-analysis-smoke,claude-haiku-4.5,claude-sonnet-4.6,a,,
applied-strategy-analysis-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-ai-formalization-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-ai-formalization-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-ai-formalization-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-applied-reasoning-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-applied-reasoning-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-applied-reasoning-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-bisect-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-bisect-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-bisect-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-build-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-build-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-build-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-causal-reasoning-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-causal-reasoning-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-causal-reasoning-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-doc-improvement-smoke,claude-haiku-4.5,claude-opus-4.7-high,b,,
lean-doc-improvement-smoke,claude-haiku-4.5,claude-sonnet-4.6,b,,
lean-doc-improvement-smoke,claude-opus-4.7-high,claude-sonnet-4.6,a,,
lean-doc-requirements-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-doc-requirements-smoke,claude-haiku-4.5,claude-sonnet-4.6,b,,
lean-doc-requirements-smoke,claude-opus-4.7-high,claude-sonnet-4.6,b,,
lean-integration-protocol-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-integration-protocol-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-integration-protocol-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-knowledge-formalization-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-knowledge-formalization-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-knowledge-formalization-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-mwe-smoke,claude-haiku-4.5,claude-opus-4.7-high,b,,
lean-mwe-smoke,claude-haiku-4.5,claude-sonnet-4.6,b,,
lean-mwe-smoke,claude-opus-4.7-high,claude-sonnet-4.6,a,,
lean-nested-learning-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-nested-learning-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-nested-learning-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-pr-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-pr-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-pr-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-proof-omega,claude-haiku-4.5,claude-opus-4.7-high,a,,
lean-proof-omega,claude-haiku-4.5,claude-sonnet-4.6,a,,
lean-proof-omega,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-retroactive-audit-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-retroactive-audit-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-retroactive-audit-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-security-formalization-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-security-formalization-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-security-formalization-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-specification-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-specification-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-specification-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
math-algebra-category-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
math-algebra-category-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
math-algebra-category-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
math-graph-knowledge-smoke,claude-haiku-4.5,claude-opus-4.7-high,b,,
math-graph-knowledge-smoke,claude-haiku-4.5,claude-sonnet-4.6,b,,
math-graph-knowledge-smoke,claude-opus-4.7-high,claude-sonnet-4.6,b,,
math-measure-probability-smoke,claude-haiku-4.5,claude-opus-4.7-high,b,,
math-measure-probability-smoke,claude-haiku-4.5,claude-sonnet-4.6,b,,
math-measure-probability-smoke,claude-opus-4.7-high,claude-sonnet-4.6,b,,
math-nonlinear-dynamics-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
math-nonlinear-dynamics-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
math-nonlinear-dynamics-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
math-optimization-game-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
math-optimization-game-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
math-optimization-game-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
math-product-management-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
math-product-management-smoke,claude-haiku-4.5,claude-sonnet-4.6,b,,
math-product-management-smoke,claude-opus-4.7-high,claude-sonnet-4.6,b,,
math-project-management-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
math-project-management-smoke,claude-haiku-4.5,claude-sonnet-4.6,b,,
math-project-management-smoke,claude-opus-4.7-high,claude-sonnet-4.6,b,,
math-strategy-studio-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
math-strategy-studio-smoke,claude-haiku-4.5,claude-sonnet-4.6,b,,
math-strategy-studio-smoke,claude-opus-4.7-high,claude-sonnet-4.6,b,,
math-time-series-smoke,claude-haiku-4.5,claude-opus-4.7-high,b,,
math-time-series-smoke,claude-haiku-4.5,claude-sonnet-4.6,b,,
math-time-series-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
math-topology-analysis-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
math-topology-analysis-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
math-topology-analysis-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
adv-ambiguous-prompt-applied,claude-opus-4.7-high,claude-sonnet-4.6,a,,
adv-ambiguous-prompt-applied,claude-opus-4.7-high,claude-haiku-4.5,draw,,
adv-ambiguous-prompt-applied,claude-sonnet-4.6,claude-haiku-4.5,b,,
adv-contradictory-constraints,claude-opus-4.7-high,claude-sonnet-4.6,a,,
adv-contradictory-constraints,claude-opus-4.7-high,claude-haiku-4.5,a,,
adv-contradictory-constraints,claude-sonnet-4.6,claude-haiku-4.5,a,,
adv-fabricated-cve,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
adv-fabricated-cve,claude-opus-4.7-high,claude-haiku-4.5,a,,
adv-fabricated-cve,claude-sonnet-4.6,claude-haiku-4.5,a,,
adv-idk-probe-ai-future,claude-opus-4.7-high,claude-sonnet-4.6,b,,
adv-idk-probe-ai-future,claude-opus-4.7-high,claude-haiku-4.5,a,,
adv-idk-probe-ai-future,claude-sonnet-4.6,claude-haiku-4.5,a,,
adv-restated-question,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
adv-restated-question,claude-opus-4.7-high,claude-haiku-4.5,draw,,
adv-restated-question,claude-sonnet-4.6,claude-haiku-4.5,draw,,
adv-empty-prompt-lean,claude-opus-4.7-high,claude-sonnet-4.6,b,,
adv-empty-prompt-lean,claude-opus-4.7-high,claude-haiku-4.5,b,,
adv-empty-prompt-lean,claude-sonnet-4.6,claude-haiku-4.5,draw,,
adv-fabricated-mathlib-anchor,claude-opus-4.7-high,claude-sonnet-4.6,b,,
adv-fabricated-mathlib-anchor,claude-opus-4.7-high,claude-haiku-4.5,a,,
adv-fabricated-mathlib-anchor,claude-sonnet-4.6,claude-haiku-4.5,a,,
adv-lean3-vs-lean4-naming,claude-opus-4.7-high,claude-sonnet-4.6,a,,
adv-lean3-vs-lean4-naming,claude-opus-4.7-high,claude-haiku-4.5,draw,,
adv-lean3-vs-lean4-naming,claude-sonnet-4.6,claude-haiku-4.5,b,,
adv-prompt-injection-in-error,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
adv-prompt-injection-in-error,claude-opus-4.7-high,claude-haiku-4.5,a,,
adv-prompt-injection-in-error,claude-sonnet-4.6,claude-haiku-4.5,a,,
adv-prove-unprovable,claude-opus-4.7-high,claude-sonnet-4.6,a,,
adv-prove-unprovable,claude-opus-4.7-high,claude-haiku-4.5,a,,
adv-prove-unprovable,claude-sonnet-4.6,claude-haiku-4.5,b,,
adv-divide-by-zero-stats,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
adv-divide-by-zero-stats,claude-opus-4.7-high,claude-haiku-4.5,b,,
adv-divide-by-zero-stats,claude-sonnet-4.6,claude-haiku-4.5,b,,
adv-misapplied-clt,claude-opus-4.7-high,claude-sonnet-4.6,b,,
adv-misapplied-clt,claude-opus-4.7-high,claude-haiku-4.5,a,,
adv-misapplied-clt,claude-sonnet-4.6,claude-haiku-4.5,a,,
adv-non-pd-covariance,claude-opus-4.7-high,claude-sonnet-4.6,b,,
adv-non-pd-covariance,claude-opus-4.7-high,claude-haiku-4.5,draw,,
adv-non-pd-covariance,claude-sonnet-4.6,claude-haiku-4.5,a,,
adv-overdetermined-system,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
adv-overdetermined-system,claude-opus-4.7-high,claude-haiku-4.5,draw,,
adv-overdetermined-system,claude-sonnet-4.6,claude-haiku-4.5,draw,,
adv-prove-collatz,claude-opus-4.7-high,claude-sonnet-4.6,a,,
adv-prove-collatz,claude-opus-4.7-high,claude-haiku-4.5,a,,
adv-prove-collatz,claude-sonnet-4.6,claude-haiku-4.5,a,,
ai-agentic-evolving-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
ai-agentic-evolving-smoke,claude-opus-4.7-high,claude-haiku-4.5,a,,
ai-agentic-evolving-smoke,claude-sonnet-4.6,claude-haiku-4.5,a,,
ai-causal-deontic-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
ai-causal-deontic-smoke,claude-opus-4.7-high,claude-haiku-4.5,draw,,
ai-causal-deontic-smoke,claude-sonnet-4.6,claude-haiku-4.5,draw,,
ai-commonsense-reasoning-smoke,claude-opus-4.7-high,claude-sonnet-4.6,b,,
ai-commonsense-reasoning-smoke,claude-opus-4.7-high,claude-haiku-4.5,b,,
ai-commonsense-reasoning-smoke,claude-sonnet-4.6,claude-haiku-4.5,a,,
ai-high-stakes-verifiable-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
ai-high-stakes-verifiable-smoke,claude-opus-4.7-high,claude-haiku-4.5,a,,
ai-high-stakes-verifiable-smoke,claude-sonnet-4.6,claude-haiku-4.5,a,,
ai-symbolic-neuro-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
ai-symbolic-neuro-smoke,claude-opus-4.7-high,claude-haiku-4.5,a,,
ai-symbolic-neuro-smoke,claude-sonnet-4.6,claude-haiku-4.5,a,,
applied-data-information-security-smoke,claude-opus-4.7-high,claude-sonnet-4.6,b,,
applied-data-information-security-smoke,claude-opus-4.7-high,claude-haiku-4.5,a,,
applied-data-information-security-smoke,claude-sonnet-4.6,claude-haiku-4.5,a,,
applied-engineering-disciplines-smoke,claude-opus-4.7-high,claude-sonnet-4.6,a,,
applied-engineering-disciplines-smoke,claude-opus-4.7-high,claude-haiku-4.5,a,,
applied-engineering-disciplines-smoke,claude-sonnet-4.6,claude-haiku-4.5,a,,
applied-intelligence-analysis-smoke,claude-opus-4.7-high,claude-sonnet-4.6,b,,
applied-intelligence-analysis-smoke,claude-opus-4.7-high,claude-haiku-4.5,a,,
applied-intelligence-analysis-smoke,claude-sonnet-4.6,claude-haiku-4.5,a,,
applied-legal-reasoning-smoke,claude-opus-4.7-high,claude-sonnet-4.6,b,,
applied-legal-reasoning-smoke,claude-opus-4.7-high,claude-haiku-4.5,draw,,
applied-legal-reasoning-smoke,claude-sonnet-4.6,claude-haiku-4.5,a,,
applied-strategy-analysis-smoke,claude-opus-4.7-high,claude-sonnet-4.6,a,,
applied-strategy-analysis-smoke,claude-opus-4.7-high,claude-haiku-4.5,a,,
applied-strategy-analysis-smoke,claude-sonnet-4.6,claude-haiku-4.5,a,,
lean-ai-formalization-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-ai-formalization-smoke,claude-opus-4.7-high,claude-haiku-4.5,draw,,
lean-ai-formalization-smoke,claude-sonnet-4.6,claude-haiku-4.5,draw,,
lean-applied-reasoning-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-applied-reasoning-smoke,claude-opus-4.7-high,claude-haiku-4.5,draw,,
lean-applied-reasoning-smoke,claude-sonnet-4.6,claude-haiku-4.5,draw,,
lean-bisect-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-bisect-smoke,claude-opus-4.7-high,claude-haiku-4.5,draw,,
lean-bisect-smoke,claude-sonnet-4.6,claude-haiku-4.5,draw,,
lean-build-smoke,claude-opus-4.7-high,claude-sonnet-4.6,a,,
lean-build-smoke,claude-opus-4.7-high,claude-haiku-4.5,a,,
lean-build-smoke,claude-sonnet-4.6,claude-haiku-4.5,a,,
lean-causal-reasoning-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-causal-reasoning-smoke,claude-opus-4.7-high,claude-haiku-4.5,draw,,
lean-causal-reasoning-smoke,claude-sonnet-4.6,claude-haiku-4.5,draw,,
lean-doc-improvement-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-doc-improvement-smoke,claude-opus-4.7-high,claude-haiku-4.5,a,,
lean-doc-improvement-smoke,claude-sonnet-4.6,claude-haiku-4.5,a,,
lean-doc-requirements-smoke,claude-opus-4.7-high,claude-sonnet-4.6,b,,
lean-doc-requirements-smoke,claude-opus-4.7-high,claude-haiku-4.5,draw,,
lean-doc-requirements-smoke,claude-sonnet-4.6,claude-haiku-4.5,a,,
lean-integration-protocol-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-integration-protocol-smoke,claude-opus-4.7-high,claude-haiku-4.5,draw,,
lean-integration-protocol-smoke,claude-sonnet-4.6,claude-haiku-4.5,draw,,
lean-knowledge-formalization-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-knowledge-formalization-smoke,claude-opus-4.7-high,claude-haiku-4.5,draw,,
lean-knowledge-formalization-smoke,claude-sonnet-4.6,claude-haiku-4.5,draw,,
lean-mwe-smoke,claude-opus-4.7-high,claude-sonnet-4.6,a,,
lean-mwe-smoke,claude-opus-4.7-high,claude-haiku-4.5,a,,
lean-mwe-smoke,claude-sonnet-4.6,claude-haiku-4.5,a,,
lean-nested-learning-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-nested-learning-smoke,claude-opus-4.7-high,claude-haiku-4.5,draw,,
lean-nested-learning-smoke,claude-sonnet-4.6,claude-haiku-4.5,draw,,
lean-pr-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-pr-smoke,claude-opus-4.7-high,claude-haiku-4.5,draw,,
lean-pr-smoke,claude-sonnet-4.6,claude-haiku-4.5,draw,,
lean-proof-omega,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-proof-omega,claude-opus-4.7-high,claude-haiku-4.5,a,,
lean-proof-omega,claude-sonnet-4.6,claude-haiku-4.5,a,,
lean-retroactive-audit-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-retroactive-audit-smoke,claude-opus-4.7-high,claude-haiku-4.5,draw,,
lean-retroactive-audit-smoke,claude-sonnet-4.6,claude-haiku-4.5,draw,,
lean-security-formalization-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-security-formalization-smoke,claude-opus-4.7-high,claude-haiku-4.5,draw,,
lean-security-formalization-smoke,claude-sonnet-4.6,claude-haiku-4.5,draw,,
lean-specification-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-specification-smoke,claude-opus-4.7-high,claude-haiku-4.5,draw,,
lean-specification-smoke,claude-sonnet-4.6,claude-haiku-4.5,draw,,
math-algebra-category-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
math-algebra-category-smoke,claude-opus-4.7-high,claude-haiku-4.5,draw,,
math-algebra-category-smoke,claude-sonnet-4.6,claude-haiku-4.5,draw,,
math-graph-knowledge-smoke,claude-opus-4.7-high,claude-sonnet-4.6,b,,
math-graph-knowledge-smoke,claude-opus-4.7-high,claude-haiku-4.5,draw,,
math-graph-knowledge-smoke,claude-sonnet-4.6,claude-haiku-4.5,a,,
math-measure-probability-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
math-measure-probability-smoke,claude-opus-4.7-high,claude-haiku-4.5,a,,
math-measure-probability-smoke,claude-sonnet-4.6,claude-haiku-4.5,a,,
math-nonlinear-dynamics-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
math-nonlinear-dynamics-smoke,claude-opus-4.7-high,claude-haiku-4.5,a,,
math-nonlinear-dynamics-smoke,claude-sonnet-4.6,claude-haiku-4.5,a,,
math-optimization-game-smoke,claude-opus-4.7-high,claude-sonnet-4.6,a,,
math-optimization-game-smoke,claude-opus-4.7-high,claude-haiku-4.5,a,,
math-optimization-game-smoke,claude-sonnet-4.6,claude-haiku-4.5,draw,,
math-product-management-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
math-product-management-smoke,claude-opus-4.7-high,claude-haiku-4.5,a,,
math-product-management-smoke,claude-sonnet-4.6,claude-haiku-4.5,a,,
math-project-management-smoke,claude-opus-4.7-high,claude-sonnet-4.6,b,,
math-project-management-smoke,claude-opus-4.7-high,claude-haiku-4.5,draw,,
math-project-management-smoke,claude-sonnet-4.6,claude-haiku-4.5,a,,
math-strategy-studio-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
math-strategy-studio-smoke,claude-opus-4.7-high,claude-haiku-4.5,a,,
math-strategy-studio-smoke,claude-sonnet-4.6,claude-haiku-4.5,a,,
math-time-series-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
math-time-series-smoke,claude-opus-4.7-high,claude-haiku-4.5,a,,
math-time-series-smoke,claude-sonnet-4.6,claude-haiku-4.5,a,,
math-topology-analysis-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
math-topology-analysis-smoke,claude-opus-4.7-high,claude-haiku-4.5,b,,
math-topology-analysis-smoke,claude-sonnet-4.6,claude-haiku-4.5,b,,
ai-agentic-evolving-smoke,gpt-5.4,claude-opus-4.7-high,b,,
ai-agentic-evolving-smoke,gpt-5.4,claude-sonnet-4.6,draw,,
ai-agentic-evolving-smoke,gpt-5.4,claude-haiku-4.5,draw,,
ai-causal-deontic-smoke,gpt-5.4,claude-opus-4.7-high,draw,,
ai-causal-deontic-smoke,gpt-5.4,claude-sonnet-4.6,draw,,
ai-causal-deontic-smoke,gpt-5.4,claude-haiku-4.5,a,,
ai-commonsense-reasoning-smoke,gpt-5.4,claude-opus-4.7-high,a,,
ai-commonsense-reasoning-smoke,gpt-5.4,claude-sonnet-4.6,draw,,
ai-commonsense-reasoning-smoke,gpt-5.4,claude-haiku-4.5,draw,,
ai-high-stakes-verifiable-smoke,gpt-5.4,claude-opus-4.7-high,draw,,
ai-high-stakes-verifiable-smoke,gpt-5.4,claude-sonnet-4.6,draw,,
ai-high-stakes-verifiable-smoke,gpt-5.4,claude-haiku-4.5,a,,
ai-symbolic-neuro-smoke,gpt-5.4,claude-opus-4.7-high,draw,,
ai-symbolic-neuro-smoke,gpt-5.4,claude-sonnet-4.6,b,,
ai-symbolic-neuro-smoke,gpt-5.4,claude-haiku-4.5,draw,,
applied-data-information-security-smoke,gpt-5.4,claude-opus-4.7-high,draw,,
applied-data-information-security-smoke,gpt-5.4,claude-sonnet-4.6,b,,
applied-data-information-security-smoke,gpt-5.4,claude-haiku-4.5,a,,
applied-engineering-disciplines-smoke,gpt-5.4,claude-opus-4.7-high,draw,,
applied-engineering-disciplines-smoke,gpt-5.4,claude-sonnet-4.6,draw,,
applied-engineering-disciplines-smoke,gpt-5.4,claude-haiku-4.5,a,,
applied-intelligence-analysis-smoke,gpt-5.4,claude-opus-4.7-high,draw,,
applied-intelligence-analysis-smoke,gpt-5.4,claude-sonnet-4.6,draw,,
applied-intelligence-analysis-smoke,gpt-5.4,claude-haiku-4.5,draw,,
applied-legal-reasoning-smoke,gpt-5.4,claude-opus-4.7-high,a,,
applied-legal-reasoning-smoke,gpt-5.4,claude-sonnet-4.6,b,,
applied-legal-reasoning-smoke,gpt-5.4,claude-haiku-4.5,draw,,
applied-strategy-analysis-smoke,gpt-5.4,claude-opus-4.7-high,draw,,
applied-strategy-analysis-smoke,gpt-5.4,claude-sonnet-4.6,draw,,
applied-strategy-analysis-smoke,gpt-5.4,claude-haiku-4.5,b,,
lean-ai-formalization-smoke,gpt-5.4,claude-opus-4.7-high,draw,,
lean-ai-formalization-smoke,gpt-5.4,claude-sonnet-4.6,draw,,
lean-ai-formalization-smoke,gpt-5.4,claude-haiku-4.5,draw,,
lean-applied-reasoning-smoke,gpt-5.4,claude-opus-4.7-high,draw,,
lean-applied-reasoning-smoke,gpt-5.4,claude-sonnet-4.6,draw,,
lean-applied-reasoning-smoke,gpt-5.4,claude-haiku-4.5,draw,,
lean-bisect-smoke,gpt-5.4,claude-opus-4.7-high,draw,,
lean-bisect-smoke,gpt-5.4,claude-sonnet-4.6,draw,,
lean-bisect-smoke,gpt-5.4,claude-haiku-4.5,draw,,
lean-build-smoke,gpt-5.4,claude-opus-4.7-high,draw,,
lean-build-smoke,gpt-5.4,claude-sonnet-4.6,draw,,
lean-build-smoke,gpt-5.4,claude-haiku-4.5,draw,,
lean-causal-reasoning-smoke,gpt-5.4,claude-opus-4.7-high,draw,,
lean-causal-reasoning-smoke,gpt-5.4,claude-sonnet-4.6,draw,,
lean-causal-reasoning-smoke,gpt-5.4,claude-haiku-4.5,draw,,
lean-doc-improvement-smoke,gpt-5.4,claude-opus-4.7-high,draw,,
lean-doc-improvement-smoke,gpt-5.4,claude-sonnet-4.6,a,,
lean-doc-improvement-smoke,gpt-5.4,claude-haiku-4.5,a,,
lean-doc-requirements-smoke,gpt-5.4,claude-opus-4.7-high,draw,,
lean-doc-requirements-smoke,gpt-5.4,claude-sonnet-4.6,b,,
lean-doc-requirements-smoke,gpt-5.4,claude-haiku-4.5,draw,,
lean-integration-protocol-smoke,gpt-5.4,claude-opus-4.7-high,draw,,
lean-integration-protocol-smoke,gpt-5.4,claude-sonnet-4.6,draw,,
lean-integration-protocol-smoke,gpt-5.4,claude-haiku-4.5,draw,,
lean-knowledge-formalization-smoke,gpt-5.4,claude-opus-4.7-high,draw,,
lean-knowledge-formalization-smoke,gpt-5.4,claude-sonnet-4.6,draw,,
lean-knowledge-formalization-smoke,gpt-5.4,claude-haiku-4.5,draw,,
lean-mwe-smoke,gpt-5.4,claude-opus-4.7-high,b,,
lean-mwe-smoke,gpt-5.4,claude-sonnet-4.6,b,,
lean-mwe-smoke,gpt-5.4,claude-haiku-4.5,a,,
lean-nested-learning-smoke,gpt-5.4,claude-opus-4.7-high,draw,,
lean-nested-learning-smoke,gpt-5.4,claude-sonnet-4.6,draw,,
lean-nested-learning-smoke,gpt-5.4,claude-haiku-4.5,draw,,
lean-pr-smoke,gpt-5.4,claude-opus-4.7-high,draw,,
lean-pr-smoke,gpt-5.4,claude-sonnet-4.6,draw,,
